Contract.Date	Transaction.Date	Address	Price	Block.Size.m2	Transaction.Type	Purpose	Advertise.Date	Bed.Num	Bath.Num	Ensuite.Num	Garage.Num	Carport.Num
7/08/2000	1/09/2000	2 Mataranka Street	227500	819	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/02/2000	28/02/2000	94 Erldunda Circuit	210000	1312	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/09/2000	8/11/2000	4/42 Jinka Street	210000	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/04/2000	22/06/2000	37 Alroy Circuit	205000	802	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/03/2000	10/04/2000	108 Murranji Street	200000	777	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/08/2000	14/09/2000	70 Springvale Drive	187000	1176	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/08/2000	22/09/2000	4/2 Undoolya Street	185500	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/12/2000	18/01/2001	5 Marqua Place	185000	403	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
10/10/2000	NA	Woolner Circuit *	184000	NA	Full transfer	NA	12/07/2000	4	NA	2	NA	NA
16/06/2000	11/08/2000	2 Marqua Place	168000	469	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
26/10/2000	29/12/2000	27 Gorrie Close	164000	357	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
19/10/2000	NA	Bonrook Street *	162000	NA	Full transfer	NA	9/09/2000	3	NA	NA	NA	NA
4/10/2000	6/02/2001	13 Elkedra Close	159150	283	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/06/2000	27/07/2000	3/1 Limbunya Street	158000	2159	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/12/2000	1/03/2001	2 Elkedra Close	145000	490	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/03/2000	10/05/2000	2 Elkedra Close	144000	490	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
24/11/2000	15/01/2001	7/8 Walhallow Street	143000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/04/2000	5/05/2000	18 Epenarra Close	135500	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
10/03/2000	12/04/2000	8/8 Walhallow Street	135000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/08/2000	26/09/2000	14/8 Walhallow Street	135000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
31/10/2000	8/12/2000	20 Epenarra Close	134000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
28/02/2000	28/02/2000	47 Elkedra Close	134000	296	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
29/09/2000	23/10/2000	25/153 Murranji Street	133000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/07/2000	25/08/2000	11 Epenarra Close	132000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
3/02/2000	28/02/2000	156 Murranji Street	132000	484	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/03/2000	3/05/2000	12/41 Jinka Street	129950	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/01/2000	14/02/2000	2/21 Jinka Street	118000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/01/2000	28/02/2000	12 Elkedra Close	115000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/03/2000	11/05/2000	4/121 Hawker Place	110000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
20/06/2000	18/07/2000	8/41 Jinka Street	96666	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/02/2000	7/03/2000	18/32 Springvale Drive	85000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/09/2000	9/10/2000	8/28 Springvale Drive	84950	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/08/2000	27/09/2000	10/28 Springvale Drive	83500	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/12/2000	30/01/2001	23/30 Springvale Drive	83000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/07/2000	10/08/2000	1/28 Springvale Drive	80500	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
30/03/2000	11/05/2000	18/121 Hawker Place	80000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
23/03/2000	15/05/2000	9/28 Springvale Drive	80000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/11/2000	8/12/2000	10/3 Bonrook Street	79950	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/09/2000	6/11/2000	3/4 Beetaloo Street	78000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/08/2000	28/09/2000	9/8 Beetaloo Street	77000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/07/2000	18/08/2000	5/3 Bonrook Street	77000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/06/2000	8/08/2000	9/3 Bonrook Street	76500	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/03/2000	26/04/2000	3/3 Bonrook Street	74000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/03/2000	27/04/2000	23/153 Murranji Street	73500	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/10/2000	9/11/2000	12/153 Murranji Street	72000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/08/2000	29/09/2000	12/28 Springvale Drive	70000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/05/2000	21/06/2000	10/30 Springvale Drive	60000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/03/2000	10/03/2000	126 Murranji Street	60000	323	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
9/06/2000	9/06/2000	24 Epenarra Close	38334	334	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
1/08/2000	1/08/2000	15/4 Beetaloo Street	35000	7773	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/08/2000	21/08/2008	4 Shandon Place	NA	840	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/05/2000	3/10/2000	163 Belconnen Way	NA	1090	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/10/2000	16/01/2001	13 Elkedra Close	NA	283	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
17/04/2000	20/06/2000	2 Murranji Street	NA	1047	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/10/2000	24/10/2000	31 Ambalindum Street	NA	1326	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/09/2000	28/09/2000	3/3 Jinka Street	NA	3531	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/03/2000	24/07/2000	2/10 Jinka Street	NA	7726	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
8/03/2000	8/12/2004	49 Tanumbirini Street	NA	1007	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/03/2000	30/06/2000	23/26 Springvale Drive	NA	4379	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/10/2000	26/10/2000	22/4 Beetaloo Street	NA	7773	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/01/2000	16/08/2000	6 Woolner Circuit	NA	1127	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/12/2000	11/12/2000	31 Marrakai Street	NA	1431	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/12/2000	4/09/2001	8/27 Jinka Street	NA	6071	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/12/2000	28/08/2001	14/21 Jinka Street	NA	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/06/2000	1/06/2000	16 Kulgera Street	NA	825	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/02/2000	2/02/2000	49 Erldunda Circuit	NA	859	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
31/05/2000	31/05/2000	16 Kulgera Street	NA	825	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/10/2000	14/11/2000	19 Mainoru Place	NA	1572	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/06/2000	22/06/2000	102 Springvale Drive	NA	2011	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
